;KDL1 S/N 21378 Software 6
;Operating Hours U1 = 0:13:33
;Operating Hours U2 = 0:20:21
;Operating Hours U3 = 0:15:15
;Activity Counter U1 = 90
;Activity Counter U2 = 6
;Activity Counter U3 = 8
;Event 2 71 0: Ubat = 4,16V
;DL Temp 22,00°C
30.01.2017 16:52:56,000	259,000	-35,50	-34,75	-34,50	6,33	26,16	9,98
30.01.2017 16:52:57,000	260,000	-35,50	-34,75	-34,50	5,98	26,16	9,98
30.01.2017 16:52:58,000	261,000	-35,50	-34,75	-34,50	6,20	26,16	9,98
30.01.2017 16:52:59,000	262,000	-35,50	-34,75	-34,50	6,20	26,16	9,98
30.01.2017 16:53:00,000	263,000	-35,50	-34,75	-34,50	6,20	26,16	9,98
30.01.2017 16:53:01,000	264,000	-35,50	-34,75	-34,50	6,20	26,16	9,98
30.01.2017 16:53:02,000	265,000	-35,50	-34,75	-34,50	5,86	26,16	9,98
30.01.2017 16:53:03,000	266,000	-35,50	-34,75	-34,50	6,28	26,16	9,98
30.01.2017 16:53:04,000	267,000	-35,50	-34,75	-34,50	6,28	26,16	9,98
30.01.2017 16:53:05,000	268,000	-35,50	-34,75	-34,50	6,28	26,16	9,98
30.01.2017 16:53:06,000	269,000	-35,50	-34,75	-34,50	6,28	26,16	9,98
30.01.2017 16:53:07,000	270,000	-35,50	-34,75	-34,50	6,14	26,16	9,98
30.01.2017 16:53:08,000	271,000	-35,50	-34,75	-34,50	6,30	26,16	9,98
30.01.2017 16:53:09,000	272,000	-35,50	-34,75	-34,50	6,30	26,16	9,98
30.01.2017 16:53:10,000	273,000	-35,50	-34,75	-34,50	6,30	26,16	9,98
30.01.2017 16:53:11,000	274,000	-35,50	-34,75	-34,50	6,15	26,16	9,98
30.01.2017 16:53:12,000	275,000	-35,50	-34,75	-34,50	6,15	26,16	9,98
30.01.2017 16:53:13,000	276,000	-35,50	-34,75	-34,50	6,28	26,16	9,98
30.01.2017 16:53:14,000	277,000	-35,50	-34,75	-34,50	6,28	26,16	9,98
30.01.2017 16:53:15,000	278,000	-35,50	-34,75	-34,50	6,28	26,16	9,98
30.01.2017 16:53:16,000	279,000	-35,50	-34,75	-34,50	5,94	26,16	9,98
30.01.2017 16:53:17,000	280,000	-35,50	-34,75	-34,50	6,28	26,16	9,98
30.01.2017 16:53:18,000	281,000	-35,50	-34,75	-34,50	5,80	26,16	9,98
30.01.2017 16:53:19,000	282,000	-35,50	-34,75	-34,50	6,05	26,16	9,98
30.01.2017 16:53:20,000	283,000	-35,50	-34,75	-34,50	6,32	26,16	9,98
30.01.2017 16:53:21,000	284,000	-35,50	-34,75	-34,50	6,32	26,16	9,98
30.01.2017 16:53:22,000	285,000	-35,50	-34,75	-34,50	6,32	26,16	9,98
30.01.2017 16:53:23,000	286,000	-35,50	-34,75	-34,50	6,12	26,16	9,98
30.01.2017 16:53:24,000	287,000	-35,50	-34,75	-34,50	6,12	26,16	9,98
30.01.2017 16:53:25,000	288,000	-35,50	-34,75	-34,50	5,94	26,16	9,98
